content,sentiment,processed
vẫn set đang mở cửa mà hết đồ không để tạm ngưng nhận đơn sản phẩm 5 lần 7 lượt tới báo hết đồ các thứ là sao?,neg,set mở_cửa đồ không tạm ngưng đơn sản_phẩm 5 7 lượt báo đồ
Mùi rau chua còn có cả mùi nước hoa ở bánh mong shop xem lại,neg,mùi rau chua mùi nước_hoa bánh mong shop xem_lại
Bán không có tâm cái bịch topping nó chảy ra như z rồi vẫn lấy bịch này giao cho khách. Đợt trc mình đặt bánh tráng chấm thì bánh dai cứng như cục đá :) đợt này đặt bánh khác thì cũng bị này bị kia,neg,không tâm bịch topping chảy z bịch giao đợt trc bánh_tráng chấm bánh dai cứng cục đá vui đợt bánh khác kia
"cháo bò mà y kiểu ăn cháo trắng vậy đó, không thấy thịt đâu cả",neg,cháo bò y kiểu cháo trắng không thịt
"Cháo ăn không ngon, không bao giờ mua lại. Thất vọng, giá cũng khá là cao",neg,cháo ăn_không ngon không bao_giờ mua thất_vọng giá khá
"Mình đặt có đặt thêm tô đũa,nhưng ko giao,phần ăn ko đc ngon lắm,nước lèo ko ngon",neg,tô đũa không giao ăn_không đc ngon lắm nước_lèo không ngon
cơm cũng tạm mà gà thì ăn khô quá! ,neg,cơm tạm gà khô
Giá 25k quá mắc,neg,giá 25k mắc
"Mắm không ngon lắm, còn có con mắm trong ấy nữa, khóc thét :((",neg,mắm không ngon lắm mắm khóc thét buồn
"bún chả làm nước chấm chua và mặn, miếng chả cũng ko dc ngon lắm",neg,bún_chả nước_chấm chua mặn miếng chả không dc ngon lắm
"cf dở tệ, nên cải thiện",neg,cf dở_tệ cải_thiện
"Mình mua phần cơm 35k trong đó 25 ngàn là cơm sườn là 10k là lạp xưởng, 10k 2 đốt tay lạp xưởng?????",neg,mua cơm 35k 25 ngàn cơm sườn 10k lạp_xưởng 10k 2 đốt lạp_xưởng
Tài xế chưa ship đồ ăn cho mình quán ạ! Mà đã ghi là giao rồi😫,neg,tài_xế ship đồ quán ghi giao 😫
"quán nên cẩn thận chút nha, bữa giờ uống không sao. nay vừa khui ra thấy có không biết là sợi tóc hay gì trong ly trà sữa làm đang uống mất ngon hẳn",neg,quán cẩn_thận chút nha bữa uống không khui không sợi tóc ly trà sữa uống ngon hẳn
anh ship nhầm nhà rồi,neg,ship nhầm
"Ly Trà sữa 35k uống quá tệ , ko xứng với giá tiền . Trà sữa quá lạt , chân trâu thì quá ngọt",neg,ly trà sữa 35k uống tệ không xứng giá tiền trà sữa lạt chân trâu
đồ ăn hơi mặn,neg,đồ hơi mặn
đặt bánh tráng trộn da heo nước mắm mà giao qua không có 1 miếng da heo nào,neg,bánh_tráng trộn da heo nước_mắm giao không 1 miếng da heo
"có canh là được. cá cơm kho mà cứng quá nhai mỏi miệng lun, ko thấy miếng tóp mỡ nào.KHÔNG GIỐNG NHƯ HÌNH ẢNH GIỚI THIỆU",neg,canh cá_cơm kho cứng nhai mỏi miệng lun không miếng tóp_mỡ không hình_ảnh giới_thiệu
"Mua phần bún đậu bình thường mà đồ ăn cẩu thả,  rau để tùm lum, còn thiếu bịch mắm tôm nữa. Để khách ăn chấm nước tương sao??",neg,mua bún đậu bình_thường đồ cẩu_thả rau tùm_lum bịch mắm_tôm chấm tương_sao
Sao em mua 10b sao kh có tặng 1b,neg,mua 10b không tặng 1b
"Đặt bún bò - chả chứ ko phải giò - chả, giao giò không ăn nổi",neg,bún_bò chả không giò chả giao giò không nổi
chưa bao giờ ăn tô bún tệ như vậy nước mắm thì pha nước lọc nhạt toẹt,neg,bao_giờ tô bún tệ nước_mắm pha nước_lọc nhạt
Chè không ngon . Không phải chè liên mà chỉ bỏ nguyên liệu tương tự . Nước cốt quá lạt,neg,chè không ngon không chè liên nguyên_liệu tương_tự nước_cốt lạt
bán trà sữa chụp hình có bánh lăn mà giao thì k như hình k có bánh lăn gì hết.làm ăn trá hình.,neg,trà sữa chụp hình bánh lăn giao không hình không bánh lăn làm_ăn trá_hình
"Em rất bực mình, cột có bịch canh cũng k chặt mang vào đặt đồ ăn ra nước đổ hết cả ra quần áo, mà em đang đi làm nữa rất rất khó chịu",neg,bực_mình cột bịch canh không chặt đồ đổ quần_áo đi khó_chịu
tôi đặt trà sữa trân châu đường đen mà giao qua trà sữa gì tôi cũng ko biết nữa,neg,trà sữa trân_châu đường đen giao trà sữa không
Không hài lòng cho lắm . Bán không bỏ rau cho khách thì sao ăn .,neg,không hài_lòng lắm không rau
cơm gà nướng nhưng quán bỏ quên cơm của mình rồi hay sao ấy😭😭😭,neg,cơm gà nướng quán quên cơm 😭
"Bánh mì ỉu xìu, nguội ngắt, nhạt nhẽo, toping có tí xíu, nói chung là ko nên mua",neg,bánh_mì ỉu_xìu nguội_ngắt nhạt_nhẽo toping tí_xíu nói_chung không mua
Cf thơm nhưng đắng quá huhu mình có note nhiều sữa mà vẫn đắng ạ :(,neg,cf thơm đắng huhu note sữa đắng buồn
"Đồ ăn dở tệ , ko nuốt nổi. Chưa bao giờ ăn nem nướng ở đâu mà kinh khủng như vậy , nước chấm thì mùi hôi , bị khét , đặt 3 suất bỏ cả 3 , k ai nuốt được",neg,đồ dở_tệ không nuốt nổi bao_giờ nem nướng kinh_khủng nước_chấm mùi hôi khét 3 suất 3 không nuốt
"mình thấy phần bên ngoài ko giòn mà bánh ko nóng giống paparoti
nhưng mình đặt bánh bơ mà lại giao bánh socola vậy ạ?",neg,không giòn bánh không nóng paparotinhưng bánh bơ mà_lại giao bánh socola
Không có hợp thì để không có hợp ở chỗ làm rồi ăn bằng gì,neg,không hợp không hợp chỗ
"Phần topping đi kèm nguội tanh, còn chưa được rán lại nữa ạ. Mắm tôm thì đúng kiểu pha với nước lã, nhạt ơi là nhạt. Còn trà quất thì khuấy chưa tan hết đường. Thật sự là em quá thất vọng về món ăn",neg,topping đi kèm nguội rán mắm_tôm đúng kiểu pha nước_lã nhạt nhạt trà_quất khuấy tan đường thật_sự thất_vọng món
Quán quên ram của mình rồi. Ăn món này là mê nhất món Ram vậy mà thiếu :((,neg,quán quên ram món mê món ram vậy_mà buồn
thấy người thân ăn cũng như dc người thân giới thiệu cho ăn nhưng quá thất vọng của người thân đủ 10 món chay có cả rau có cả canh đây chỉ có nhiêu đây dc cái đồ ăn vừa miệng ngon,neg,người_thân dc người_thân giới_thiệu thất_vọng người_thân 10 món chay rau canh nhiêu dc đồ vừa_miệng ngon
"Đặt bún bò giao phở bò
Phở bò cũng ú nụ nhiều thịt nhưng mình ăn nhiều ngày liên tiếp rồi đổi qua bún thì lại giao phở",neg,bún_bò giao phở bòphở bò ú nụ thịt liên_tiếp đổi bún giao phở
"Sữa tươi trân châu mà ko có hạt trân châu nào , toàn thạch . Đây là viên thạch chứ ko phải viên trân châu",neg,sữa_tươi trân_châu không hạt trân_châu toàn thạch_đây viên thạch không viên trân_châu
Nếu ăn với giá gốc 37k thì cũng chưa đc hài lòng lắm,neg,giá gốc 37k đc hài_lòng lắm
"đúng là loship nên lọc quán đi thôi cứ thế này thì mãi sẽ không bằng với baemin hay now đâu. quán gì mà rán xèo ""bự chà bá lửa"" chưa như cái bàn tay, nhân thì nhìn xem đi ""quá là nhân luôn"" ăn tệ thực sự. rau sống thì toàn cuống, chắc thừa từ của người đến quán ăn trước đó bỏ đi xong cho mình",neg,đúng loship lọc quán đi mãi không baemin now quán rán xèo bự chà_bá lửa bàn_tay nhân đi nhân tệ thực_sự rau_sống toàn cuống thừa quán đi xong
"ko ngon, giá cao mà chất lượng thấp, đồ ăn nguội, tăng, giá chua, canh ko có rau",neg,không ngon giá chất_lượng đồ nguội tăng_giá chua canh không rau
Phần ăn rất phù hợp giá tiền mình cũng ăn nhiều lần ở đây rồi nhưng hôm nay nước dùng có vị rất chua khó ăn,neg,phù_hợp giá tiền hôm_nay nước_dùng vị chua
"Bánh mì hơi cũ nên bánh bị khô,  hy vọng shop cải thiện",neg,bánh_mì hơi cũ bánh khô hy_vọng shop cải_thiện
"Ổ bánh mì 15k ( chả bò ) mà ăn cứ như 10k? Được 5 miếng chả, với chút nước và 2 miếng dưa leo thì phải. Rau, ớt các kiểu đâu? Ăn không xứng đáng chút nào?",neg,ổ bánh_mì 15k chả bò 10k 5 miếng chả chút 2 miếng dưa_leo rau ớt kiểu ăn_không xứng_đáng chút
"sáng nay ngày 3/12/2021 mình oder một phần combo bún nem nướng và nước ngọt , khi ăn thì hương vị cũng vừa phải , không quá xuất sắc nhưng có một vấn đề là về vệ sinh món ăn , mình xin khẳng định là cả một buổi sáng bụng mình rất ổn chưa ăn uống món gì nhưng khi ăn món của quán là mình bị đau bụng và bị tào tháo rượt đến mức nó không ở thể rắn mà ở thể lỏng , và hiện tại bụng mình rất đau , mình mới ăn quán lần đầu nhưng gặp trường hợp này rồi thì không đám dặt quán lần 2.",neg,3 12 2021 oder combo bún nem nướng nước_ngọt hương_vị không xuất_sắc vấn_đề vệ_sinh món khẳng_định bụng ổn ăn_uống món món quán đau bụng tào tháo rượt không thể rắn thể lỏng hiện_tại bụng đau quán đầu trường_hợp không đám dặt quán 2
"Chả thái mỏng cộng với chiên lên ko còn vị
Đồ cũng gọi là ổn",neg,chả thái mỏng cộng chiên không vịđồ gọi ổn
bánh mì quá mặn,neg,bánh_mì mặn
cay quá hix thịt nướng vị kiểu sao sao ấy chắc mình ko hợp .,neg,cay hix thịt nướng vị kiểu không hợp
"Tôi rất tức, vì order 2 cốc chè caramen mà không một cốc nào có cả . Quá thất vọng !! Ăn gần hết vẫn không thấy caramen đâu",neg,tức order 2 cốc chè caramen không cốc thất_vọng không caramen
"Có trên cả shoppe food thì tốt ạ,lần nào cũng ăn tại quán này, :< bây giờ đặt onl mãi mới tìm thấy ạ:3 rất ngon lun,nhiều đồ nữa ạ,mắm tôm khỏi chê",neg,shoppe food tốt quán bây_giờ onl mãi 3 ngon lun đồ mắm_tôm chê
Nước dùng vừa  ăn    Nhưng mình nghĩ  shop có  sự nhầm lẫn   Mình đặt bánh canh cua   Nhưng sao lại có  hải  sản  tôm mực hỏng hiểu luôn,neg,nước_dùng shop nhầm_lẫn bánh_canh cua hải_sản tôm mực hỏng
"mua 2 hộp cơm mà cơm sống nhăn làm sao ăn đây ạ...
cơm sống thì đừng bán nha, tội cho khách hàng.",neg,mua 2 hộp cơm cơm sống_nhăn làm_sao cơm sống đừng nha tội khách_hàng
quán xót 1 bill hồng trà trân châu của em mong lần sau quán để ý hơn,neg,quán xót 1 bill hồng trà trân_châu mong quán để_ý
"dở,không hợp khẩu vị của mình hihihi,không ăn lần sau các bạn nên ăn thử biết đâu hợp",neg,dở không hợp_khẩu_vị hihihi không thử biết_đâu hợp
lần nào mua cũng giao thiếu đồ. mua 2 chục cút lộn mà giao 1 chục,neg,mua giao đồ mua 2 chục cút lộn giao 1 chục
pha chung hơi khó uống,neg,pha hơi uống
"Nhạt, dở, như nước lọc bỏ phẩm màu. K nghe tí mùi trà nào, nói chung thất vọng",neg,nhạt dở nước_lọc phẩm màu không tí mùi trà nói_chung thất_vọng
bị cái này mắc vô họng chảy máu luôn 😖😖😖 mãi mới lấy ra được,neg,mắc vô họng chảy_máu 😖 mãi
Mua 5 cuốn chỉ có 4 cuốn. Gói hàng sạch sẽ nhưng thiếu thức ăn. Mong lần sau quán ko làm thiếu đơn của khách.,neg,mua 5 4 cuốn_gói hàng sạch_sẽ thức_ăn mong quán không đơn
cho cái đầu cá ko có gì ăn 35k ko ăn dc gì chán... hic,neg,đầu cá không 35k không dc chán hic
Đặt full topping nhưng k có topping gì cả shop cần xem xét lại ạ,neg,full topping không topping shop xem_xét_lại
"đồ ăn ko giống như quảng cáo
đánh giá tệ hại. ko đặt ở đây nữa",neg,đồ không quảng cáođánh giá tệ_hại không
quán để mua 1 tặng 1 nhưng shipper chỉ giao 1 ly cf. shipper báo chỉ nhận đc 1 ly,neg,quán mua 1 tặng 1 shipper giao 1 ly cf shipper báo đc 1 ly
"Thịt mỡ vụn nhiều, không nguyên miếng như hình.  lèo tèo. Không ngon. Rất ít",neg,thịt mỡ vụn không nguyên miếng hình lèo_tèo không ngon
"Đừng ăn nha mọi người , dở hơn chữ dở nữa . Cơm nấu bằng gạo rẻ tiền chiên lên ăn bở và nhão nhòe , gà chiên cũng dở . Thấy giá niêm yết 46.000đ giảm 30% còn 33.000đ vào mua thử , lần đầu cũng như lần cuối . Hên có giảm 30% đó mà ăn cũng chả ra gì , mình bỏ hết phân nửa hộp luôn , nuốt không trôi , nếu mà 46.000 hoàn toàn không xứng với giá tiền , chất lượng quá tệ!",neg,đừng nha dở chữ dở cơm nấu gạo rẻ_tiền chiên bở nhão nhòe gà chiên dở_thấy giá niêm_yết 46 0đ 30 33 0đ mua thử đầu hên 30 chả phân_nửa hộp nuốt không trôi 46 0 hoàn_toàn không xứng giá tiền chất_lượng tệ
"Quá dở quá thất vọng vị không đâu vào đâu cả
Đợi tào tháo đuổi
Rate 1*",neg,dở thất_vọng vị không_đâu cảđợi tào tháo đuổirate 1
Mình uống đến gần hết thì thấy như vậy trà sữa ngon nhưng mình khá thất vọng,neg,uống trà sữa ngon khá thất_vọng
"Canh sườn 20k cho vô bịch có chút xíu, vậy ma cũng bán 20k, quá tệ",neg,canh sườn 20k vô bịch chút_xíu ma 20k tệ
"đặt bún mắm nêm không cho đũa lấy gì ăn , Bì cuốn 2 cuốn giao có 1 cuồn, ủa bán kiểu gì dạ",neg,bún mắm_nêm không đũa bì 2 giao 1 cuồn kiểu
"Mk đặt 1 phần xôi thập cẩm nhưng chả có mỗi 2 thứ 
Quán cho thiếu đồ",neg,mk 1 xôi thập_cẩm chả 2 quán thiếu_đồ
"Nước không đậm đặc, chất lượng không ngon bằng CN ở Cao Thắng... Sẽ không đặt lại",neg,không đậm_đặc chất_lượng không ngon cn thắng không
"Nước ép thơm hay nước đường mùi thơm vậy trời , ngọt quá ngọt mà không nghe mùi thơm gì hết . CHÊ",neg,ép thơm đường mùi thơm_vậy trời không mùi thơm chê
Không biết do nhân viên có sai sót mà đặt 1 kiểu ship 1 kiểu chủ quán rút kinh nghiệm lần sau nha,neg,không nhân_viên sai_sót 1 kiểu ship 1 kiểu chủ quán rút kinh_nghiệm nha
chưa nhận được,neg,
"Order bún cá đặc biệt 80k là nạt cá + đầu cá, tại sao giao hàng ko có đầu cá",neg,order bún cá đặc_biệt 80k nạt cá đầu cá tại_sao giao hàng không đầu cá
hôm qua đặt 1 phần cũng đc nay đặt 2 phần thì ít,neg,hôm_qua 1 đc 2
Không  ngon  như giá cả ....ngâm quá lâu nên mùi vị k ngon,neg,không ngon giá_cả ngâm mùi_vị không ngon
Giao bún nhưng không giao nước dùng. Không biết ăn kiểu gì ạ,neg,giao bún không giao nước_dùng không kiểu
Ko có miếng cá  nào hết chỉ có bánh canh với rau và nước lèo,neg,không miếng cá bánh_canh rau nước_lèo
